Air temperature,Process temperature,Temperature Diff,Rotational speed,Torque,Power,Tool wear,Target
298.9,308.9,10.0,1450,47.5,7212.589999999999,9,No Failure
298.9,308.9,10.0,1453,40.8,6208.052927999999,11,No Failure
299.0,309.0,10.0,1469,40.1,6168.730568,13,No Failure
298.9,308.9,10.0,1422,47.6,7088.203583999999,15,No Failure
299.0,309.0,10.0,1804,26.8,5062.918784,17,No Failure
299.0,309.0,10.0,1436,43.9,6601.590687999999,20,No Failure
299.0,309.0,10.0,1544,31.8,5141.668224,25,No Failure
299.0,309.0,10.0,1419,45.2,6716.615136,27,No Failure
298.9,308.9,10.0,1487,39.5,6150.88628,30,No Failure
298.9,308.9,10.0,1753,25.8,4736.213328,33,No Failure
298.9,308.9,10.0,1830,24.9,4771.77624,35,No Failure
298.9,308.9,10.0,1727,27.1,4901.0740240000005,37,No Failure
299.1,309.0,9.899999999999977,1450,43.0,6529.2919999999995,40,No Failure
299.0,308.9,9.899999999999977,1622,31.9,5418.401295999999,42,No Failure
299.0,309.0,10.0,1351,52.2,7385.084784,44,No Failure
299.0,309.0,10.0,1575,35.3,5822.170199999999,47,No Failure
298.9,308.9,10.0,1750,29.9,5479.473999999999,50,No Failure
298.9,308.8,9.900000000000034,1529,32.7,5235.821976,53,No Failure
298.8,308.8,10.0,1523,44.4,7081.292063999999,55,No Failure
298.8,308.9,10.099999999999966,1852,25.0,4848.536,57,No Failure
298.8,308.8,10.0,1991,20.7,4315.898663999999,59,No Failure
298.8,308.8,10.0,1555,40.6,6611.287759999999,61,No Failure
298.8,308.8,10.0,1441,40.5,6111.51156,63,No Failure
298.8,308.7,9.899999999999977,1450,43.4,6590.0296,66,No Failure
298.8,308.7,9.899999999999977,1591,31.1,5181.556072,68,No Failure
298.8,308.7,9.899999999999977,1445,48.5,7339.0394,70,No Failure
298.8,308.8,10.0,1497,46.8,7336.641311999999,72,No Failure
298.9,308.8,9.900000000000034,1621,32.7,5550.861624,75,No Failure
298.9,308.7,9.800000000000011,1572,34.1,5613.5365440000005,80,No Failure
298.8,308.6,9.800000000000011,1872,22.5,4410.8063999999995,82,No Failure
298.7,308.6,9.900000000000034,1499,43.5,6828.424679999999,84,No Failure
298.8,308.7,9.899999999999977,1498,39.5,6196.387119999999,89,No Failure
298.8,308.6,9.800000000000011,1486,41.9,6520.223247999999,92,No Failure
298.8,308.6,9.800000000000011,1680,29.4,5172.330239999999,95,No Failure
298.8,308.6,9.800000000000011,1431,45.7,6848.342424,97,No Failure
298.9,308.7,9.800000000000011,1564,34.1,5584.968928,99,No Failure
298.8,308.6,9.800000000000011,1599,33.0,5525.76024,101,No Failure
298.8,308.6,9.800000000000011,1707,28.1,5023.072824,103,No Failure
298.7,308.5,9.800000000000011,1467,40.7,6252.506568,106,No Failure
298.9,308.7,9.800000000000011,1433,44.7,6707.850072,108,No Failure
298.9,308.7,9.800000000000011,1558,41.2,6721.934912000001,110,No Failure
299.0,308.8,9.800000000000011,1310,50.7,6955.1882399999995,112,No Failure
298.9,308.7,9.800000000000011,1546,43.4,7026.335007999999,114,No Failure
298.9,308.7,9.800000000000011,1727,29.4,5317.032335999999,116,No Failure
298.9,308.6,9.700000000000045,1560,32.2,5260.295040000001,118,No Failure
299.0,308.6,9.600000000000023,1329,60.5,8419.95924,120,No Failure
298.9,308.6,9.700000000000045,1413,46.5,6880.575239999999,122,No Failure
299.0,308.6,9.600000000000023,1587,38.6,6414.958704,124,No Failure
298.9,308.5,9.600000000000023,1559,34.3,5599.765863999999,126,No Failure
298.8,308.4,9.599999999999966,1473,41.1,6339.780216,128,No Failure
298.8,308.4,9.599999999999966,1737,27.7,5038.592328,130,No Failure
298.7,308.4,9.699999999999989,1441,43.2,6518.945664,132,No Failure
298.7,308.4,9.699999999999989,1430,49.6,7427.5801599999995,135,No Failure
298.8,308.4,9.599999999999966,1369,53.0,7598.16904,138,No Failure
298.8,308.5,9.699999999999989,1711,28.5,5106.51372,140,No Failure
298.7,308.5,9.800000000000011,1420,45.7,6795.699680000001,143,No Failure
298.7,308.6,9.900000000000034,1297,55.3,7510.947751999998,148,No Failure
298.8,308.6,9.800000000000011,1449,49.4,7495.920431999999,150,No Failure
298.8,308.6,9.800000000000011,1268,55.8,7409.400767999999,155,No Failure
298.8,308.6,9.800000000000011,1511,36.1,5712.172312,157,No Failure
298.7,308.5,9.800000000000011,1544,35.2,5691.406336,159,No Failure
298.6,308.4,9.799999999999955,1778,28.2,5250.618912,161,No Failure
298.6,308.4,9.799999999999955,1407,50.5,7440.722519999999,164,No Failure
298.6,308.4,9.799999999999955,1391,42.4,6176.218048,169,No Failure
298.5,308.4,9.899999999999977,1513,33.6,5323.629696,172,No Failure
298.5,308.4,9.899999999999977,1612,36.1,6093.991904,174,No Failure
298.4,308.4,10.0,1515,40.1,6361.89708,179,No Failure
298.3,308.3,10.0,1379,48.0,6931.62624,181,No Failure
298.4,308.3,9.900000000000034,1473,39.9,6154.677143999999,184,No Failure
298.4,308.3,9.900000000000034,1422,42.7,6358.535567999999,186,No Failure
298.4,308.2,9.800000000000011,1463,37.6,5760.521536,188,No Failure
298.4,308.2,9.800000000000011,1584,41.0,6800.93568,191,No Failure
298.4,308.2,9.800000000000011,1850,27.0,5230.764,194,No Failure
298.4,308.2,9.800000000000011,1528,36.2,5792.440192,196,No Failure
298.4,308.2,9.800000000000011,1987,19.8,4119.957071999999,198,No Failure
298.4,308.1,9.700000000000045,1495,46.0,7201.5944,203,No Failure
298.4,308.2,9.800000000000011,1478,43.5,6732.76296,206,No Failure
298.4,308.2,9.800000000000011,1499,40.0,6279.0112,211,No Failure
298.4,308.2,9.800000000000011,1471,47.0,7240.026639999999,214,No Failure
298.4,308.2,9.800000000000011,1282,60.7,8149.038128,216,OSF
298.3,308.1,9.800000000000011,1412,52.3,7733.320671999999,218,OSF
298.3,308.1,9.800000000000011,1586,35.5,5896.05016,0,No Failure
298.4,308.2,9.800000000000011,1468,43.8,6733.328447999999,2,No Failure
298.5,308.3,9.800000000000011,1440,43.6,6574.7404799999995,5,No Failure
298.5,308.4,9.899999999999977,1733,26.0,4718.47376,8,No Failure
298.4,308.2,9.800000000000011,1612,32.6,5503.161664,10,No Failure
298.4,308.3,9.900000000000034,1458,42.9,6550.047503999999,15,No Failure
298.4,308.3,9.900000000000034,1433,62.3,9348.972247999998,20,PWF
298.4,308.3,9.900000000000034,1318,59.1,8157.0387359999995,22,No Failure
298.4,308.2,9.800000000000011,1610,35.0,5900.972,24,No Failure
298.2,308.1,9.900000000000034,1462,50.8,7777.512511999998,27,No Failure
298.1,308.0,9.899999999999977,1924,20.8,4190.810624000001,29,No Failure
298.2,308.0,9.800000000000011,1591,33.7,5614.740824,32,No Failure
298.2,308.1,9.900000000000034,1306,58.3,7973.359856,35,No Failure
298.2,308.1,9.900000000000034,1382,43.5,6295.45224,37,No Failure
298.2,308.1,9.900000000000034,1618,34.7,5879.462512,39,No Failure
298.2,308.2,10.0,1988,21.4,4455.123903999999,41,No Failure
298.2,308.2,10.0,1436,50.2,7548.971583999999,43,No Failure
298.2,308.3,10.100000000000023,1304,49.8,6800.433023999999,45,No Failure
298.2,308.3,10.100000000000023,1475,49.9,7707.653799999999,47,No Failure
298.2,308.3,10.100000000000023,1824,24.2,4622.424575999999,49,No Failure
298.1,308.2,10.099999999999966,1342,48.1,6759.696944,54,No Failure
298.1,308.2,10.099999999999966,1485,40.7,6329.22444,57,No Failure
298.2,308.2,10.0,1667,30.6,5341.788144,59,No Failure
298.2,308.2,10.0,1446,38.2,5784.439584,61,No Failure
298.1,308.3,10.199999999999989,1301,56.0,7629.48032,63,No Failure
298.2,308.4,10.199999999999989,1379,43.1,6224.022728,65,No Failure
298.3,308.5,10.199999999999989,1606,33.6,5650.858752,67,No Failure
298.3,308.4,10.099999999999966,1539,43.4,6994.521071999999,69,No Failure
298.2,308.4,10.199999999999989,1477,49.9,7718.104856,72,No Failure
298.2,308.4,10.199999999999989,1666,34.6,6036.437792000001,74,No Failure
298.2,308.4,10.199999999999989,1398,51.8,7583.445407999999,76,No Failure
298.2,308.4,10.199999999999989,1678,34.6,6079.917536,81,No Failure
298.2,308.5,10.300000000000011,2678,10.7,3000.709712,86,PWF
298.3,308.5,10.199999999999989,1453,42.9,6527.585063999999,89,No Failure
298.3,308.6,10.300000000000011,1432,49.5,7422.972479999999,91,No Failure
298.4,308.6,10.200000000000045,1527,40.9,6540.214295999999,96,No Failure
298.4,308.7,10.300000000000011,1588,35.0,5820.3376,99,No Failure
298.4,308.6,10.200000000000045,1433,47.1,7068.0030959999995,101,No Failure
298.4,308.6,10.200000000000045,1609,35.0,5897.306799999999,103,No Failure
298.3,308.5,10.199999999999989,1575,41.2,6795.2808,105,No Failure
298.4,308.5,10.100000000000023,1636,35.7,6116.192544,107,No Failure
298.4,308.5,10.100000000000023,1490,37.9,5913.64312,110,No Failure
298.4,308.5,10.100000000000023,1741,32.8,5980.014655999999,112,No Failure
298.5,308.6,10.100000000000023,1344,53.0,7459.41504,114,No Failure
298.5,308.7,10.199999999999989,1609,35.3,5947.855143999999,117,No Failure
298.4,308.7,10.300000000000011,1421,60.7,9032.592184,119,PWF
298.4,308.6,10.200000000000045,1591,36.7,6114.569384,122,No Failure
298.4,308.6,10.200000000000045,1477,44.0,6805.54336,124,No Failure
298.4,308.7,10.300000000000011,1523,36.1,5757.537016,126,No Failure
298.5,308.7,10.199999999999989,1575,33.9,5591.2626,128,No Failure
298.4,308.7,10.300000000000011,1344,52.9,7445.340671999998,130,No Failure
298.4,308.7,10.300000000000011,1386,44.9,6516.872208,135,No Failure
298.3,308.6,10.300000000000011,1589,37.1,6173.442967999999,137,No Failure
298.3,308.6,10.300000000000011,1548,40.3,6532.894367999999,140,No Failure
298.3,308.6,10.300000000000011,1499,38.3,6012.153224,142,No Failure
298.3,308.5,10.199999999999989,1664,31.6,5506.428928,144,No Failure
298.3,308.6,10.300000000000011,1447,38.1,5773.2869040000005,146,No Failure
298.3,308.5,10.199999999999989,1434,46.2,6937.783776,148,No Failure
298.3,308.5,10.199999999999989,1416,52.7,7814.541503999999,151,No Failure
298.4,308.5,10.100000000000023,1827,24.3,4649.159592,153,No Failure
298.4,308.6,10.200000000000045,1304,45.0,6144.969599999999,158,No Failure
298.4,308.6,10.200000000000045,1569,34.4,5652.115392,160,No Failure
298.3,308.6,10.300000000000011,1584,29.3,4860.180864,162,No Failure
298.3,308.5,10.199999999999989,1362,53.8,7673.420831999999,164,No Failure
298.3,308.4,10.099999999999966,1329,49.2,6847.305695999999,166,No Failure
298.3,308.5,10.199999999999989,1539,36.1,5818.023287999999,168,No Failure
298.3,308.5,10.199999999999989,1629,37.1,6328.8474479999995,170,No Failure
298.3,308.5,10.199999999999989,1538,32.2,5186.111392000001,173,No Failure
298.3,308.6,10.300000000000011,1570,34.8,5721.481919999999,175,No Failure
298.3,308.4,10.099999999999966,1408,43.1,6354.912256,177,No Failure
298.2,308.4,10.199999999999989,1424,47.6,7098.172928000001,179,No Failure
298.2,308.4,10.199999999999989,1512,34.9,5525.948735999999,181,No Failure
298.2,308.4,10.199999999999989,1478,42.9,6639.897263999999,183,No Failure
298.1,308.3,10.199999999999989,1680,33.7,5928.827520000001,185,No Failure
298.1,308.3,10.199999999999989,1495,38.7,6058.73268,188,No Failure
298.0,308.1,10.100000000000023,1552,36.6,5948.431104,190,No Failure
297.9,308.1,10.200000000000045,1393,50.3,7337.510487999999,193,No Failure
298.0,308.2,10.199999999999989,1611,30.6,5162.339952,195,No Failure
298.0,308.1,10.100000000000023,1339,51.6,7235.356128,197,No Failure
298.0,308.1,10.100000000000023,1777,24.3,4521.924792,200,No Failure
298.0,308.2,10.199999999999989,1348,58.8,8300.358527999999,202,OSF
298.0,308.2,10.199999999999989,1442,44.1,6659.375184,204,No Failure
298.0,308.2,10.199999999999989,1395,49.1,7172.74404,206,No Failure
297.9,308.1,10.200000000000045,1627,31.4,5349.914416,209,No Failure
297.9,308.1,10.200000000000045,1585,33.5,5560.370199999999,212,No Failure
298.0,308.2,10.199999999999989,1469,45.5,6999.43244,214,No Failure
298.0,308.3,10.300000000000011,1362,56.8,8101.306751999999,216,OSF
298.0,308.3,10.300000000000011,1405,56.2,8268.795919999999,218,OSF
298.0,308.3,10.300000000000011,1662,32.7,5691.259728,0,No Failure
298.0,308.2,10.199999999999989,1466,42.6,6539.931551999999,2,No Failure
298.0,308.2,10.199999999999989,1620,35.8,6073.341119999999,5,No Failure
298.0,308.2,10.199999999999989,1357,48.2,6849.462928,7,No Failure
298.0,308.2,10.199999999999989,1514,37.9,6008.896432,9,No Failure
298.0,308.2,10.199999999999989,1489,40.4,6299.4944319999995,11,No Failure
298.1,308.3,10.199999999999989,1331,63.0,8781.086159999999,13,No Failure
298.0,308.0,10.0,1615,29.5,4989.1226,15,No Failure
298.1,308.2,10.099999999999966,1482,37.9,5881.892015999999,17,No Failure
298.1,308.2,10.099999999999966,1420,63.9,9502.083359999999,19,PWF
298.2,308.3,10.100000000000023,1522,49.1,7825.746544,22,No Failure
298.1,308.2,10.099999999999966,1654,32.1,5559.940848,25,No Failure
298.1,308.2,10.099999999999966,1736,26.8,4872.077056,27,No Failure
298.0,308.1,10.100000000000023,1587,32.3,5367.957672,30,No Failure
298.1,308.2,10.099999999999966,1390,47.5,6914.138,33,No Failure
298.0,308.1,10.100000000000023,1454,37.1,5648.952848,35,No Failure
298.0,308.1,10.100000000000023,1440,43.7,6589.82016,37,No Failure
297.9,308.0,10.100000000000023,1954,21.1,4317.542768,42,No Failure
297.9,308.0,10.100000000000023,1800,24.8,4674.7008,44,No Failure
298.0,308.0,10.0,1524,37.0,5904.95136,49,No Failure
298.0,308.0,10.0,1520,39.6,6303.30624,51,No Failure
298.1,308.1,10.0,1452,40.8,6203.780352,56,No Failure
298.1,308.1,10.0,1484,40.4,6278.3409919999995,59,No Failure
298.1,308.0,9.899999999999977,1426,46.0,6869.213119999999,61,No Failure
298.1,308.0,9.899999999999977,1652,28.5,4930.42704,63,No Failure
298.0,308.0,10.0,1401,54.7,8025.185783999999,65,No Failure
298.0,307.9,9.899999999999977,1750,26.6,4874.715999999999,67,No Failure
298.0,308.0,10.0,1479,50.7,7852.460615999999,70,No Failure
298.0,308.0,10.0,1620,29.4,4987.60416,75,No Failure
298.0,308.1,10.100000000000023,1819,23.4,4457.364912,78,No Failure
298.1,308.1,10.0,1456,43.7,6663.040384,80,No Failure
298.1,308.0,9.899999999999977,1626,36.5,6215.027279999999,83,No Failure
298.1,308.1,10.0,1390,49.8,7248.927839999999,85,No Failure
298.2,308.2,10.0,1469,43.0,6614.848239999999,88,No Failure
298.2,308.3,10.100000000000023,2051,19.2,4123.7898239999995,90,No Failure
298.2,308.3,10.100000000000023,1568,36.0,5911.23456,92,No Failure
298.2,308.3,10.100000000000023,1589,33.2,5524.482656,94,No Failure
298.2,308.3,10.100000000000023,1805,31.6,5973.019359999999,96,No Failure
298.2,308.4,10.199999999999989,1385,42.2,6120.56984,98,No Failure
298.1,308.4,10.299999999999955,1436,46.7,7022.648863999999,103,No Failure
298.1,308.4,10.299999999999955,1438,45.6,6866.783616,105,No Failure
298.0,308.3,10.300000000000011,1473,42.6,6571.1590559999995,107,No Failure
298.1,308.4,10.299999999999955,1335,40.2,5620.00824,109,No Failure
298.1,308.5,10.399999999999977,1392,44.8,6530.506751999999,111,No Failure
298.1,308.5,10.399999999999977,1372,51.1,7341.835423999999,116,No Failure
298.1,308.6,10.5,1716,30.7,5516.775263999999,119,No Failure
298.0,308.5,10.5,1395,46.2,6749.09928,122,No Failure
298.0,308.5,10.5,1713,25.3,4538.449608,124,No Failure
297.9,308.5,10.600000000000023,2129,18.7,4169.144055999999,126,No Failure
297.8,308.3,10.5,1567,35.6,5841.826144,131,No Failure
297.8,308.4,10.599999999999966,1622,38.3,6505.478671999999,134,No Failure
297.7,308.4,10.699999999999989,1740,27.1,4937.96688,136,No Failure
297.8,308.4,10.599999999999966,1512,35.1,5557.616064,138,No Failure
297.8,308.4,10.599999999999966,1479,43.5,6737.3182799999995,143,No Failure
297.8,308.4,10.599999999999966,1737,27.5,5002.2126,146,No Failure
297.8,308.4,10.599999999999966,2129,19.2,4280.618495999999,148,No Failure
297.8,308.4,10.599999999999966,1374,47.1,6776.996688,150,No Failure
297.8,308.4,10.599999999999966,1579,36.6,6051.915408,152,No Failure
297.9,308.5,10.600000000000023,1305,47.2,6450.33312,155,No Failure
297.9,308.5,10.600000000000023,1449,40.8,6190.962623999999,157,No Failure
298.0,308.6,10.600000000000023,1526,41.8,6679.753695999999,160,No Failure
298.0,308.6,10.600000000000023,1453,44.1,6710.174856,165,No Failure
297.9,308.6,10.700000000000045,1468,36.0,5534.24256,168,No Failure
298.0,308.6,10.600000000000023,1313,50.8,6984.865887999999,170,No Failure
297.9,308.5,10.600000000000023,1300,53.0,7215.208,172,No Failure
297.9,308.4,10.5,1646,40.6,6998.186272,175,No Failure
297.8,308.4,10.599999999999966,1714,33.2,5959.070656,177,No Failure
297.8,308.4,10.599999999999966,1685,28.4,5011.27088,179,No Failure
297.8,308.4,10.599999999999966,1512,39.9,6317.631935999999,181,No Failure
297.8,308.4,10.599999999999966,1612,32.1,5418.757344000001,183,No Failure
297.8,308.4,10.599999999999966,1550,38.2,6200.4712,185,No Failure
297.8,308.4,10.599999999999966,1518,32.5,5166.361199999999,190,No Failure
297.8,308.5,10.699999999999989,1448,40.0,6065.3823999999995,192,No Failure
297.8,308.5,10.699999999999989,1561,46.3,7568.564695999999,194,No Failure
297.8,308.5,10.699999999999989,1488,41.9,6528.998783999999,196,No Failure
297.8,308.5,10.699999999999989,1699,27.8,4946.155984,199,No Failure
297.7,308.5,10.800000000000011,1501,41.4,6507.447408,201,No Failure
297.7,308.5,10.800000000000011,1373,56.7,8152.357752,203,OSF
297.6,308.4,10.799999999999955,1703,31.4,5599.818224,205,No Failure
297.7,308.5,10.800000000000011,1720,29.9,5385.54016,210,No Failure
297.6,308.4,10.799999999999955,1398,41.9,6134.099663999999,215,No Failure
297.6,308.4,10.799999999999955,1391,51.9,7560.040487999999,218,No Failure
297.6,308.3,10.699999999999989,1538,40.2,6474.5862720000005,0,No Failure
297.5,308.2,10.699999999999989,1647,31.3,5398.431191999999,3,No Failure
297.5,308.1,10.600000000000023,1469,44.8,6891.748863999999,5,No Failure
297.4,308.1,10.700000000000045,1749,25.9,4743.7217519999995,8,No Failure
297.6,308.2,10.599999999999966,1995,20.5,4282.7862,10,No Failure
297.6,308.3,10.699999999999989,1742,27.7,5053.096047999999,13,No Failure
297.5,308.2,10.699999999999989,1563,38.2,6252.475152,15,No Failure
297.5,308.2,10.699999999999989,1713,32.2,5776.208592,17,No Failure
297.4,308.1,10.700000000000045,1474,39.4,6081.676831999999,20,No Failure
297.4,308.2,10.800000000000011,1530,32.6,5223.22416,22,No Failure
297.4,308.2,10.800000000000011,1471,46.5,7163.00508,25,No Failure
297.5,308.3,10.800000000000011,1388,48.6,7064.076096,27,No Failure
297.5,308.2,10.699999999999989,2448,13.8,3537.692928,29,No Failure
297.5,308.3,10.800000000000011,1585,32.9,5460.78148,32,No Failure
297.5,308.3,10.800000000000011,1459,45.2,6905.948896,34,No Failure
297.5,308.3,10.800000000000011,1544,40.8,6596.857343999999,37,No Failure
297.6,308.3,10.699999999999989,1617,31.7,5367.832007999999,39,No Failure
297.6,308.3,10.699999999999989,1595,34.3,5729.074119999999,41,No Failure
297.6,308.3,10.699999999999989,1400,44.3,6494.7343999999985,43,No Failure
297.6,308.4,10.799999999999955,1611,31.0,5229.8215199999995,48,No Failure
297.6,308.4,10.799999999999955,1507,46.0,7259.399839999999,51,No Failure
297.5,308.3,10.800000000000011,1674,30.0,5259.0383999999995,54,No Failure
297.6,308.3,10.699999999999989,1658,34.3,5955.363567999999,59,No Failure
297.6,308.3,10.699999999999989,1623,36.9,6271.544663999999,61,No Failure
297.6,308.4,10.799999999999955,1398,48.9,7158.889584,63,No Failure
297.6,308.4,10.799999999999955,1517,34.2,5433.020208,66,No Failure
297.6,308.3,10.699999999999989,1467,36.7,5638.009607999999,68,No Failure
297.6,308.3,10.699999999999989,1567,34.6,5677.729904,71,No Failure
297.5,308.3,10.800000000000011,1521,38.2,6084.462384,74,No Failure
297.5,308.3,10.800000000000011,1596,36.8,6150.498815999999,77,No Failure
297.6,308.3,10.699999999999989,1640,30.9,5306.79072,79,No Failure
297.6,308.3,10.699999999999989,1438,47.8,7198.075807999999,84,No Failure
297.6,308.4,10.799999999999955,1407,55.2,8133.225408,86,No Failure
297.6,308.4,10.799999999999955,1353,57.5,8146.954199999999,88,No Failure
297.6,308.5,10.899999999999977,1552,40.9,6647.290495999999,90,No Failure
297.6,308.4,10.799999999999955,1569,38.3,6292.907544,93,No Failure
297.5,308.4,10.899999999999977,1489,39.5,6159.159159999999,96,No Failure
297.5,308.4,10.899999999999977,1587,36.1,5999.482104,98,No Failure
297.5,308.3,10.800000000000011,1622,37.2,6318.637248,103,No Failure
297.5,308.4,10.899999999999977,1604,38.1,6399.690528,106,No Failure
297.4,308.3,10.900000000000034,1405,51.7,7606.7037199999995,108,No Failure
297.4,308.3,10.900000000000034,1412,42.0,6210.31488,111,No Failure
297.4,308.3,10.900000000000034,1431,43.0,6443.73576,113,No Failure
297.4,308.2,10.800000000000011,1533,37.4,6004.037423999999,115,No Failure
297.4,308.2,10.800000000000011,1401,51.9,7614.390167999999,117,No Failure
297.4,308.2,10.800000000000011,1424,53.9,8037.636991999999,120,No Failure
297.3,308.2,10.899999999999977,1754,29.4,5400.1590719999995,123,No Failure
297.3,308.2,10.899999999999977,1754,26.8,4922.593984,125,No Failure
297.5,308.3,10.800000000000011,2564,12.8,3436.8266240000003,127,PWF
297.5,308.5,11.0,1546,40.4,6540.643647999999,129,No Failure
